GENE_ID	CHR	START	END	GENENAME	MITO_CATEGORY
TCALIF_12094-PA	Chromosome_4	7002415	7005472	"ADCK3 Chaperone activity of bc1 complex-like, mitochondrial (Bos taurus)"	
TCALIF_13127-PA	Chromosome_4	5170840	5171748	Slc25a20 Mitochondrial carnitine/acylcarnitine carrier protein (Mus musculus)	
TCALIF_15842-PA	Chromosome_4	1374980	1382959	Protein of unknown function	mRP
TCALIF_00004-PA	Chromosome_5	7826986	7830163	mgme1 Mitochondrial genome maintenance exonuclease 1 (Xenopus tropicalis)	
TCALIF_00032-PA	Chromosome_5	7586124	7587648	Dhrs1 Dehydrogenase/reductase SDR family member 1 (Mus musculus)	
TCALIF_00037-PA	Chromosome_5	7562954	7564391	NUDT2 Bis(5'-nucleosyl)-tetraphosphatase [asymmetrical] (Sus scrofa)	
TCALIF_00045-PA	Chromosome_5	7503388	7508062	SLC25A19 Mitochondrial thiamine pyrophosphate carrier (Bos taurus)	
TCALIF_00049-PA	Chromosome_5	7481156	7481893	mrpl53 39s ribosomal protein mitochondrial (Homo sapiens)	mRP
TCALIF_00050-PA	Chromosome_5	7476327	7477415	Rmnd1 Required for meiotic nuclear division protein 1 homolog (Mus musculus)	
TCALIF_00051-PA	Chromosome_5	7460718	7465993	"CG16935 Probable trans-2-enoyl-CoA reductase, mitochondrial (Drosophila melanogaster)"	
TCALIF_00132-PA	Chromosome_5	6707388	6710507	Ppox Protoporphyrinogen oxidase (Mus musculus)	
TCALIF_00157-PA	Chromosome_5	6449172	6450909	C33A12.1 Probable NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 5 (Caenorhabditis elegans)	Comp-I
TCALIF_02668-PA	Chromosome_5	15255939	15259399	slc25a37 Mitoferrin-1 (Danio rerio)	
TCALIF_02721-PA	Chromosome_5	14606155	14610522	"HSPA9 Stress-70 protein, mitochondrial (Pongo abelii)"	
TCALIF_03501-PA	Chromosome_5	4138715	4139835	"Sod2 Superoxide dismutase [Mn], mitochondrial (Rattus norvegicus)"	
TCALIF_03512-PA	Chromosome_5	3946661	3949846	"Iscu Iron-sulfur cluster assembly enzyme ISCU, mitochondrial (Mus musculus)"	
TCALIF_03533-PA	Chromosome_5	3760420	3763150	"MRPS9 28S ribosomal protein S9, mitochondrial (Homo sapiens)"	mRP
TCALIF_03842-PA	Chromosome_5	8085064	8089490	"Mrps18c 28S ribosomal protein S18c, mitochondrial (Mus musculus)"	mRP
TCALIF_03847-PA	Chromosome_5	8065534	8067160	NDUFB3 NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 3 (Pongo pygmaeus)	Comp-I
TCALIF_03862-PA	Chromosome_5	7968454	7977231	"T05H10.6 Probable pyruvate dehydrogenase E1 component subunit alpha, mitochondrial (Caenorhabditis elegans)"	
TCALIF_03865-PA	Chromosome_5	7954733	7956056	Dhrs1 Dehydrogenase/reductase SDR family member 1 (Mus musculus)	
TCALIF_04068-PA	Chromosome_5	13343920	13347731	Tim13 Mitochondrial import inner membrane translocase subunit Tim13 (Drosophila melanogaster)	
TCALIF_05316-PA	Chromosome_5	14176793	14180242	"TCAIM T-cell activation inhibitor, mitochondrial (Mus musculus)"	
TCALIF_05680-PA	Chromosome_5	13784643	13785521	NUBPL Iron-sulfur protein NUBPL (Homo sapiens)	
TCALIF_06358-PA	Chromosome_5	12721955	12726409	"rtn4ip1 Reticulon-4-interacting protein 1 homolog, mitochondrial (Danio rerio)"	
TCALIF_06378-PA	Chromosome_5	12454948	12459576	"Suclg1 Succinyl-CoA ligase [ADP/GDP-forming] subunit alpha, mitochondrial (Rattus norvegicus)"	
TCALIF_06968-PA	Chromosome_5	5441257	5465044	"C50F7.4 Probable succinyl-CoA ligase [GDP-forming] subunit beta, mitochondrial (Caenorhabditis elegans)"	
TCALIF_07308-PA	Chromosome_5	4549162	4550904	NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 10 (Bombyx mori)	Comp-I
TCALIF_07908-PA	Chromosome_5	3309991	3318347	rplT 50S ribosomal protein L20 (Xanthobacter autotrophicus (strain ATCC BAA-1158 / Py2))	mRP
TCALIF_07917-PA	Chromosome_5	3198493	3202720	"UQCRC2 Cytochrome b-c1 complex subunit 2, mitochondrial (Bos taurus)"	Comp-III
TCALIF_09577-PA	Chromosome_5	8274831	8282756	"BCKDHB 2-oxoisovalerate dehydrogenase subunit beta, mitochondrial (Homo sapiens)"	
TCALIF_10366-PA	Chromosome_5	2446265	2448060	"pcca-1 Propionyl-CoA carboxylase alpha chain, mitochondrial (Caenorhabditis elegans)"	
TCALIF_10943-PA	Chromosome_5	10364717	10368123	"IDH2 Isocitrate dehydrogenase [NADP], mitochondrial (Fragment) (Sus scrofa)"	
TCALIF_11389-PA	Chromosome_5	845211	846584	abhd11 Alpha/beta hydrolase domain-containing protein 11 (Danio rerio)	
TCALIF_11397-PA	Chromosome_5	9510859	9511894	"blw ATP synthase subunit alpha, mitochondrial (Drosophila melanogaster)"	Comp-V
TCALIF_11398-PA	Chromosome_5	9512009	9515433	"blw ATP synthase subunit alpha, mitochondrial (Drosophila melanogaster)"	Comp-V
TCALIF_11561-PA	Chromosome_5	5024920	5028590	"CG10219 Putative succinate dehydrogenase [ubiquinone] cytochrome b small subunit, mitochondrial (Drosophila melanogaster)"	Comp-II
TCALIF_11779-PA	Chromosome_5	11346160	11348097	"ppl Glycine cleavage system H protein, mitochondrial (Drosophila melanogaster)"	
TCALIF_11783-PA	Chromosome_5	11422740	11426216	"FAHD1 Acylpyruvase FAHD1, mitochondrial (Homo sapiens)"	
TCALIF_11833-PA	Chromosome_5	5824243	5838299	"RARS2 Probable arginine--tRNA ligase, mitochondrial (Homo sapiens)"	mtARS
TCALIF_12478-PA	Chromosome_5	13497024	13498470	Coq7 Ubiquinone biosynthesis protein COQ7 homolog (Fragment) (Rattus norvegicus)	
TCALIF_12880-PA	Chromosome_5	324993	328149	PROSC Proline synthase co-transcribed bacterial homolog protein (Homo sapiens)	
TCALIF_13512-PA	Chromosome_5	13606411	13609111	"MRPL43 39S ribosomal protein L43, mitochondrial (Bos taurus)"	mRP
TCALIF_13814-PA	Chromosome_5	13634754	13636199	"fdxr NADPH:adrenodoxin oxidoreductase, mitochondrial (Salvelinus fontinalis)"	
TCALIF_15935-PA	Chromosome_5	8173236	8181049	Aldh18a1 Delta-1-pyrroline-5-carboxylate synthase (Mus musculus)	
TCALIF_15977-PA	Chromosome_5	3804183	3827504	Pacrg Parkin coregulated gene protein homolog (Mus musculus)	
TCALIF_02255.2-PA	Chromosome_6	2794741	2798718	Ptges2 Prostaglandin E synthase 2 (Mus musculus)	
TCALIF_02259-PA	Chromosome_6	2828681	2834517	"Trnt1 CCA tRNA nucleotidyltransferase 1, mitochondrial (Mus musculus)"	
TCALIF_02260-PA	Chromosome_6	2834759	2840654	"Hsp60 60 kDa heat shock protein, mitochondrial (Drosophila melanogaster)"	
TCALIF_02261-PA	Chromosome_6	2842985	2843832	"SJCHGC01960 10 kDa heat shock protein, mitochondrial (Schistosoma japonicum)"	
TCALIF_05997-PA	Chromosome_6	6757048	6759292	"AAEL011789 Probable citrate synthase 2, mitochondrial (Aedes aegypti)"	
TCALIF_06576-PA	Chromosome_6	8431661	8442326	"LTA3 Dihydrolipoyllysine-residue acetyltransferase component 1 of pyruvate dehydrogenase complex, mitochondrial (Arabidopsis thaliana)"	
TCALIF_06601-PA	Chromosome_6	9220920	9221861	"NDUFAF6 NADH dehydrogenase (ubiquinone) complex I, assembly factor 6 (Bos taurus)"	Comp-I
TCALIF_06778-PA	Chromosome_6	14285987	14310202	"CG4495 Calcium uptake protein 1 homolog, mitochondrial (Drosophila melanogaster)"	
TCALIF_06785-PA	Chromosome_6	14206434	14213053	"ND42 NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 10, mitochondrial (Drosophila melanogaster)"	Comp-I
TCALIF_07053-PA	Chromosome_6	11968732	11971289	"mars2 Methionine--tRNA ligase, mitochondrial (Takifugu rubripes)"	mtARS
TCALIF_07301-PA	Chromosome_6	14768661	14774246	"Nadk2 NAD kinase 2, mitochondrial (Rattus norvegicus)"	
TCALIF_07357-PA	Chromosome_6	5783812	5785676	"ABAT 4-aminobutyrate aminotransferase, mitochondrial (Sus scrofa)"	
TCALIF_07366-PA	Chromosome_6	5705474	5712553	"cyct Cytochrome c, testis-specific (Xenopus laevis)"	
TCALIF_07371-PA	Chromosome_6	5688909	5690507	UQCRB Cytochrome b-c1 complex subunit 7 (Bos taurus)	Comp-III
TCALIF_07372-PA	Chromosome_6	5684560	5687341	"ATPsyn-beta ATP synthase subunit beta, mitochondrial (Drosophila melanogaster)"	Comp-V
TCALIF_07375-PA	Chromosome_6	5659820	5666558	SLC25A11 Mitochondrial 2-oxoglutarate/malate carrier protein (Homo sapiens)	
TCALIF_07559-PA	Chromosome_6	2600031	2612596	Acly ATP-citrate synthase (Mus musculus)	
TCALIF_08925-PA	Chromosome_6	14944015	14945745	PHB2 Prohibitin-2 (Bos taurus)	
TCALIF_08930-PA	Chromosome_6	14967482	14973773	"MICU3 Calcium uptake protein 3, mitochondrial (Homo sapiens)"	
TCALIF_08938-PA	Chromosome_6	15036721	15038963	"SdhB Succinate dehydrogenase [ubiquinone] iron-sulfur subunit, mitochondrial (Drosophila melanogaster)"	Comp-II
TCALIF_09795-PA	Chromosome_6	10445343	10447015	"COQ10B Coenzyme Q-binding protein COQ10 homolog B, mitochondrial (Homo sapiens)"	
TCALIF_09993-PA	Chromosome_6	10812237	10814503	timm23 Mitochondrial import inner membrane translocase subunit Tim23 (Danio rerio)	
TCALIF_10266-PA	Chromosome_6	2270795	2276668	"DHAR1 Glutathione S-transferase DHAR1, mitochondrial (Arabidopsis thaliana)"	
TCALIF_11000-PA	Chromosome_6	120002	129042	"aldh4a1 Delta-1-pyrroline-5-carboxylate dehydrogenase, mitochondrial (Danio rerio)"	
TCALIF_11200-PA	Chromosome_6	4924388	4928285	"Micu3 Calcium uptake protein 3, mitochondrial (Mus musculus)"	
TCALIF_11733-PA	Chromosome_6	10975037	10980806	"PCCB Propionyl-CoA carboxylase beta chain, mitochondrial (Homo sapiens)"	
TCALIF_11917-PA	Chromosome_6	9913516	9918906	"SQRDL Sulfide:quinone oxidoreductase, mitochondrial (Homo sapiens)"	
TCALIF_12103-PA	Chromosome_6	14146228	14148416	"ACADM Medium-chain specific acyl-CoA dehydrogenase, mitochondrial (Bos taurus)"	
TCALIF_12157-PA	Chromosome_6	5132764	5148527	"OPA1 Dynamin-like 120 kDa protein, mitochondrial (Gallus gallus)"	
TCALIF_12392-PA	Chromosome_6	1559172	1562810	UBA1 Ubiquitin-like modifier-activating enzyme 1 (Oryctolagus cuniculus)	
TCALIF_12399-PA	Chromosome_6	1920286	1923203	"Mrpl47 39S ribosomal protein L47, mitochondrial (Mus musculus)"	mRP
TCALIF_12400-PA	Chromosome_6	1924422	1929584	"Exog Nuclease EXOG, mitochondrial (Mus musculus)"	
TCALIF_12405-PA	Chromosome_6	11443977	11452270	"Ndufs1 NADH-ubiquinone oxidoreductase 75 kDa subunit, mitochondrial (Rattus norvegicus)"	Comp-I
TCALIF_12623-PA	Chromosome_6	11275887	11277953	Gfer FAD-linked sulfhydryl oxidase ALR (Mus musculus)	
TCALIF_12773-PA	Chromosome_6	12385414	12395101	"Mccc2 Methylcrotonoyl-CoA carboxylase beta chain, mitochondrial (Mus musculus)"	
TCALIF_13378-PA	Chromosome_6	959774	968801	"abcb6 ATP-binding cassette sub-family B member 6, mitochondrial (Xenopus tropicalis)"	
TCALIF_00193-PA	Chromosome_7	11938467	11939867	"Pdk [Pyruvate dehydrogenase (acetyl-transferring)] kinase, mitochondrial (Drosophila melanogaster)"	
TCALIF_00236-PA	Chromosome_7	15779183	15780860	"l(1)G0156 Probable isocitrate dehydrogenase [NAD] subunit alpha, mitochondrial (Drosophila melanogaster)"	
TCALIF_00240-PA	Chromosome_7	15719301	15721560	"iba57 Putative transferase CAF17 homolog, mitochondrial (Danio rerio)"	
TCALIF_00271-PA	Chromosome_7	7357715	7360482	SPG7 Paraplegin (Homo sapiens)	
TCALIF_00279-PA	Chromosome_7	7236439	7237563	"Slc25a3 Phosphate carrier protein, mitochondrial (Mus musculus)"	
TCALIF_00304-PA	Chromosome_7	6976844	6978719	"Ccdc56 Cytochrome c oxidase assembly factor 3, mitochondrial (Drosophila melanogaster)"	Comp-IV
TCALIF_00986-PA	Chromosome_7	5908191	5911717	Samm50 Sorting and assembly machinery component 50 homolog (Rattus norvegicus)	
TCALIF_00990-PA	Chromosome_7	5894224	5898895	DHX57 Putative ATP-dependent RNA helicase DHX57 (Homo sapiens)	
TCALIF_01042-PA	Chromosome_7	5195598	5204642	"acsf3 Acyl-CoA synthetase family member 3, mitochondrial (Xenopus laevis)"	
TCALIF_01049-PA	Chromosome_7	5171996	5177218	Prdx4 Peroxiredoxin-4 (Mus musculus)	
TCALIF_01053-PA	Chromosome_7	5164073	5164690	"mRpS6 Probable 28S ribosomal protein S6, mitochondrial (Drosophila melanogaster)"	mRP
TCALIF_01054-PA	Chromosome_7	5159375	5162986	"Hadh Hydroxyacyl-coenzyme A dehydrogenase, mitochondrial (Mus musculus)"	
TCALIF_01062-PA	Chromosome_7	5107010	5122527	PAPOLG Poly(A) polymerase gamma (Homo sapiens)	mtDNA replication
TCALIF_01111-PA	Chromosome_7	9673394	9677705	Adk2 Adenylate kinase (Drosophila melanogaster)	
TCALIF_03116-PA	Chromosome_7	8882776	8886749	"NDUFV1 NADH dehydrogenase [ubiquinone] flavoprotein 1, mitochondrial (Bos taurus)"	Comp-I
TCALIF_03147-PA	Chromosome_7	9162508	9167686	"Abcb10 ATP-binding cassette sub-family B member 10, mitochondrial (Mus musculus)"	
TCALIF_03151-PA	Chromosome_7	9195859	9200624	"NNT NAD(P) transhydrogenase, mitochondrial (Homo sapiens)"	
TCALIF_04739-PA	Chromosome_7	4558738	4560258	"L-galactono-1,4-lactone dehydrogenase, mitochondrial (Brassica oleracea)"	
TCALIF_04747-PA	Chromosome_7	4605347	4606916	"CG4692 Putative ATP synthase subunit f, mitochondrial (Drosophila melanogaster)"	Comp-V
TCALIF_04770-PA	Chromosome_7	4814555	4817743	"GLRX5 Glutaredoxin-related protein 5, mitochondrial (Homo sapiens)"	
TCALIF_04777-PA	Chromosome_7	4868197	4868849	"B0513.5 Proline dehydrogenase 1, mitochondrial (Caenorhabditis elegans)"	
TCALIF_05292-PA	Chromosome_7	1404814	1413075	"DHTKD1 Probable 2-oxoglutarate dehydrogenase E1 component DHKTD1, mitochondrial (Pongo abelii)"	
TCALIF_05307-PA	Chromosome_7	1186308	1188943	"Aldh6a1 Methylmalonate-semialdehyde dehydrogenase [acylating], mitochondrial (Mus musculus)"	
TCALIF_05380-PA	Chromosome_7	10723342	10726340	Slc25a32 Mitochondrial folate transporter/carrier (Mus musculus)	
TCALIF_05381-PA	Chromosome_7	10727915	10729849	ETFB Electron transfer flavoprotein subunit beta (Homo sapiens)	
TCALIF_05393-PA	Chromosome_7	10814478	10830263	"Gls Glutaminase kidney isoform, mitochondrial (Mus musculus)"	
TCALIF_06080-PA	Chromosome_7	3943319	3944930	SLC25A4 ADP/ATP translocase 1 (Oryctolagus cuniculus)	
TCALIF_06082-PA	Chromosome_7	3956698	3958260	"AOX1 Alternative oxidase, mitochondrial (Venturia inaequalis)"	
TCALIF_06087-PA	Chromosome_7	4013861	4015771	Cyp1 Peptidyl-prolyl cis-trans isomerase (Drosophila melanogaster)	
TCALIF_08451-PA	Chromosome_7	6713510	6718600	"Lipt1 Lipoyltransferase 1, mitochondrial (Mus musculus)"	
TCALIF_08455-PA	Chromosome_7	6741189	6748350	"PNPT1 Polyribonucleotide nucleotidyltransferase 1, mitochondrial (Pongo abelii)"	
TCALIF_08584-PA	Chromosome_7	8586402	8590026	ttm50 Mitochondrial import inner membrane translocase subunit TIM50-C (Drosophila melanogaster)	
TCALIF_08595-PA	Chromosome_7	8669439	8676218	"HADHB Trifunctional enzyme subunit beta, mitochondrial (Bos taurus)"	
TCALIF_09981-PA	Chromosome_7	11218986	11230562	"PC Pyruvate carboxylase, mitochondrial (Homo sapiens)"	
TCALIF_10131-PA	Chromosome_7	14000609	14001763	"STARD7 StAR-related lipid transfer protein 7, mitochondrial (Homo sapiens)"	
TCALIF_10597-PA	Chromosome_7	1434967	1436758	"mRpS25 Probable 28S ribosomal protein S25, mitochondrial (Drosophila melanogaster)"	mRP
TCALIF_10610-PA	Chromosome_7	1534165	1536263	"CG12264 Probable cysteine desulfurase, mitochondrial (Drosophila melanogaster)"	
TCALIF_10856-PA	Chromosome_7	10245374	10252586	mpv17 Protein Mpv17 (Danio rerio)	
TCALIF_11293-PA	Chromosome_7	6791322	6792083	"MRPL50 39S ribosomal protein L50, mitochondrial (Homo sapiens)"	mRP
TCALIF_11296-PA	Chromosome_7	6778674	6782204	"Polrmt DNA-directed RNA polymerase, mitochondrial (Mus musculus)"	mtRPOL
TCALIF_12115-PA	Chromosome_7	6438754	6443532	"AGAP006646 Probable hydroxyacid-oxoacid transhydrogenase, mitochondrial (Anopheles gambiae)"	
TCALIF_12614-PA	Chromosome_7	8089835	8093947	"mrps-5 Putative 28S ribosomal protein S5, mitochondrial (Caenorhabditis elegans)"	mRP
TCALIF_13064-PA	Chromosome_7	1548389	1553367	ymel-1 ATP-dependent zinc metalloprotease YME1 homolog (Caenorhabditis elegans)	
TCALIF_01437-PA	Chromosome_8	2380993	2388574	"METTL17 Methyltransferase-like protein 17, mitochondrial (Homo sapiens)"	
TCALIF_01459-PA	Chromosome_8	2661250	2664001	"AUH Methylglutaconyl-CoA hydratase, mitochondrial (Homo sapiens)"	
TCALIF_01460-PA	Chromosome_8	2665548	2667698	"PYCR1 Pyrroline-5-carboxylate reductase 1, mitochondrial (Bos taurus)"	
TCALIF_01480-PA	Chromosome_8	2944741	2946700	"NDUFS3 NADH dehydrogenase [ubiquinone] iron-sulfur protein 3, mitochondrial (Pongo pygmaeus)"	Comp-I
TCALIF_01498-PA	Chromosome_8	3075510	3077408	"MMAB Cob(I)yrinic acid a,c-diamide adenosyltransferase, mitochondrial (Homo sapiens)"	
TCALIF_01757-PA	Chromosome_8	10846674	10848650	"Trap1 Heat shock protein 75 kDa, mitochondrial (Mus musculus)"	
TCALIF_01760-PA	Chromosome_8	10828021	10830610	Oxa1l Mitochondrial inner membrane protein OXA1L (Mus musculus)	
TCALIF_01762-PA	Chromosome_8	10811896	10819578	"TDH L-threonine 3-dehydrogenase, mitochondrial (Bos taurus)"	
TCALIF_01789-PA	Chromosome_8	10547454	10552479	ACOT13 Acyl-coenzyme A thioesterase 13 (Pongo abelii)	
TCALIF_01800-PA	Chromosome_8	10358406	10359828	"mRpL10 39S ribosomal protein L10, mitochondrial (Drosophila melanogaster)"	mRP
TCALIF_01802-PA	Chromosome_8	10348681	10355608	"WARS2 Tryptophan--tRNA ligase, mitochondrial (Bos taurus)"	mtARS
TCALIF_02132-PA	Chromosome_8	6588283	6589459	CG3021 Mitochondrial tRNA-specific 2-thiouridylase 1 (Drosophila melanogaster)	
TCALIF_02133-PA	Chromosome_8	6579580	6585510	"MTHFD1 C-1-tetrahydrofolate synthase, cytoplasmic (Homo sapiens)"	
TCALIF_02146-PA	Chromosome_8	6410843	6419106	IDE Insulin-degrading enzyme (Bos taurus)	
TCALIF_02149-PA	Chromosome_8	6395067	6397734	"Decr1 2,4-dienoyl-CoA reductase, mitochondrial (Rattus norvegicus)"	
TCALIF_02171-PA	Chromosome_8	6243386	6248415	"GPD2 Glycerol-3-phosphate dehydrogenase, mitochondrial (Homo sapiens)"	
TCALIF_03196-PA	Chromosome_8	11054256	11058186	Ndufa7 NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 7 (Mus musculus)	Comp-I
TCALIF_03197-PA	Chromosome_8	11047987	11048978	"mRpS26 Probable 28S ribosomal protein S26, mitochondrial (Drosophila melanogaster)"	mRP
TCALIF_03710-PA	Chromosome_8	837071	839139	"UQCRFS1 Cytochrome b-c1 complex subunit Rieske, mitochondrial (Lagothrix lagotricha)"	Comp-III
TCALIF_03717-PA	Chromosome_8	699729	700716	"PTRH2 Peptidyl-tRNA hydrolase 2, mitochondrial (Homo sapiens)"	
TCALIF_03720-PA	Chromosome_8	690825	697346	NPEPL1 Probable aminopeptidase NPEPL1 (Pongo abelii)	
TCALIF_04173-PA	Chromosome_8	13886833	13887417	NDUFAF3 NADH dehydrogenase [ubiquinone] 1 alpha subcomplex assembly factor 3 (Bos taurus)	Comp-I
TCALIF_04175-PA	Chromosome_8	13865545	13866527	"COX4I1 Cytochrome c oxidase subunit 4 isoform 1, mitochondrial (Fragment) (Theropithecus gelada)"	Comp-IV
TCALIF_04181-PA	Chromosome_8	13790566	13791435	Protein of unknown function	mRP
TCALIF_04183-PA	Chromosome_8	13785272	13786309	PISD Phosphatidylserine decarboxylase proenzyme (Pongo abelii)	
TCALIF_04195-PA	Chromosome_8	13699666	13701825	"Dbt Lipoamide acyltransferase component of branched-chain alpha-keto acid dehydrogenase complex, mitochondrial (Mus musculus)"	
TCALIF_04388-PA	Chromosome_8	14654948	14656132	"SDHC Succinate dehydrogenase cytochrome b560 subunit, mitochondrial (Cricetulus griseus)"	Comp-II
TCALIF_05707-PA	Chromosome_8	3883527	3884285	"Ubiquinone biosynthesis protein COQ4 homolog, mitochondrial (Bombyx mori)"	
TCALIF_05721-PA	Chromosome_8	5137094	5138074	"SLC25A1 Tricarboxylate transport protein, mitochondrial (Bos taurus)"	
TCALIF_05729-PA	Chromosome_8	5694040	5695677	"CG7280 Probable sulfite oxidase, mitochondrial (Drosophila melanogaster)"	
TCALIF_05735-PA	Chromosome_8	5676599	5679011	Bcs1l Mitochondrial chaperone BCS1 (Mus musculus)	
TCALIF_06667-PA	Chromosome_8	9895649	9896898	"COX5B Cytochrome c oxidase subunit 5B, mitochondrial (Homo sapiens)"	Comp-IV
TCALIF_06670-PA	Chromosome_8	9911143	9912618	"mRpL32 39S ribosomal protein L32, mitochondrial (Drosophila melanogaster)"	mRP
TCALIF_07454-PA	Chromosome_8	12682823	12683446	"MRPS18B 28S ribosomal protein S18b, mitochondrial (Macaca mulatta)"	mRP
TCALIF_07457-PA	Chromosome_8	12663130	12665612	"CG7506 Transmembrane protein 70 homolog, mitochondrial (Drosophila melanogaster)"	
TCALIF_07977-PA	Chromosome_8	15509657	15513446	"Amt Aminomethyltransferase, mitochondrial (Mus musculus)"	
TCALIF_09098-PA	Chromosome_8	3487771	3488678	Ndufb9 NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 9 (Mus musculus)	Comp-I
TCALIF_09099-PA	Chromosome_8	3488775	3493324	"MTO1 Protein MTO1 homolog, mitochondrial (Macaca fascicularis)"	
TCALIF_09100-PA	Chromosome_8	3494278	3494601	cmc2 COX assembly mitochondrial protein 2 homolog (Danio rerio)	
TCALIF_09248-PA	Chromosome_8	3530172	3531533	Timm44 Mitochondrial import inner membrane translocase subunit TIM44 (Mus musculus)	
TCALIF_09253-PA	Chromosome_8	3557922	3560860	"SHMT1 Serine hydroxymethyltransferase, cytosolic (Ovis aries)"	
TCALIF_10558-PA	Chromosome_8	9164829	9166414	"MRPL15 39S ribosomal protein L15, mitochondrial (Gallus gallus)"	mRP
TCALIF_10637-PA	Chromosome_8	14037271	14046676	"mRpL39 39S ribosomal protein L39, mitochondrial (Drosophila melanogaster)"	mRP
TCALIF_10715-PA	Chromosome_8	7947508	7948356	Plip Phosphatidylglycerophosphatase and protein-tyrosine phosphatase 1 (Drosophila melanogaster)	
TCALIF_10922-PA	Chromosome_8	7652744	7653992	"Aats-phe Probable phenylalanine--tRNA ligase, mitochondrial (Drosophila melanogaster)"	mtARS
TCALIF_10924-PA	Chromosome_8	7633473	7639888	BPHL Valacyclovir hydrolase (Homo sapiens)	
TCALIF_11079-PA	Chromosome_8	1963396	1967074	"v1g172254 L-2-hydroxyglutarate dehydrogenase, mitochondrial (Nematostella vectensis)"	
TCALIF_11322-PA	Chromosome_8	13909864	13912212	"Mccc1 Methylcrotonoyl-CoA carboxylase subunit alpha, mitochondrial (Rattus norvegicus)"	
TCALIF_12552-PA	Chromosome_8	1971144	1995418	"MRPL3 39S ribosomal protein L3, mitochondrial (Bos taurus)"	mRP
TCALIF_12806.2-PA	Chromosome_8	7750120	7751139	HSD17B10 3-hydroxyacyl-CoA dehydrogenase type-2 (Bos taurus)	
TCALIF_12968-PA	Chromosome_8	8553313	8558135	"Got2 Aspartate aminotransferase, mitochondrial (Mus musculus)"	
TCALIF_13017-PA	Chromosome_8	8082026	8082316	Tim10 Mitochondrial import inner membrane translocase subunit Tim10 (Drosophila melanogaster)	
TCALIF_13304-PA	Chromosome_8	7797488	7800177	timm21 Mitochondrial import inner membrane translocase subunit Tim21 (Xenopus laevis)	
TCALIF_13521-PA	Chromosome_8	8681049	8683422	"MSS51 Putative protein MSS51 homolog, mitochondrial (Homo sapiens)"	
TCALIF_13529-PA	Chromosome_8	6995384	6995707	Rnaseh1 Ribonuclease H1 (Rattus norvegicus)	
TCALIF_13790-PA	Chromosome_8	10102309	10104240	"Mtif2 Translation initiation factor IF-2, mitochondrial (Mus musculus)"	IF
TCALIF_13866-PA	Chromosome_8	13172633	13174341	"mRpL22 39S ribosomal protein L22, mitochondrial (Drosophila pseudoobscura pseudoobscura)"	mRP
TCALIF_13904-PA	Chromosome_8	7543206	7544397	"ATP synthase subunit epsilon, mitochondrial (Ipomoea batatas)"	Comp-V
TCALIF_13998-PA	Chromosome_8	243522	245317	"Myg1 UPF0160 protein MYG1, mitochondrial (Mus musculus)"	
TCALIF_14914-PA	Chromosome_8	992584	1001350	"D10Jhu81e ES1 protein homolog, mitochondrial (Mus musculus)"	
TCALIF_14940-PA	Chromosome_8	13944024	13945043	Adck2 Uncharacterized aarF domain-containing protein kinase 2 (Mus musculus)	
TCALIF_01166-PA	Chromosome_9	2451796	2453501	CLPB Caseinolytic peptidase B protein homolog (Bos taurus)	
TCALIF_01170-PA	Chromosome_9	2359557	2375878	"MRPL44 39S ribosomal protein L44, mitochondrial (Bos taurus)"	mRP
TCALIF_01172-PA	Chromosome_9	2337382	2339637	Noa1 Nitric oxide-associated protein 1 (Mus musculus)	
TCALIF_01174-PA	Chromosome_9	2288634	2291165	"C1qbp Complement component 1 Q subcomponent-binding protein, mitochondrial (Rattus norvegicus)"	
TCALIF_01175-PA	Chromosome_9	2281644	2284855	"coq5 2-methoxy-6-polyprenyl-1,4-benzoquinol methylase, mitochondrial (Danio rerio)"	
TCALIF_01179-PA	Chromosome_9	2264285	2265403	"Mterfd1 mTERF domain-containing protein 1, mitochondrial (Mus musculus)"	
TCALIF_01189-PA	Chromosome_9	2191785	2195127	"FH Fumarate hydratase, mitochondrial (Macaca fascicularis)"	
TCALIF_01219-PA	Chromosome_9	1903318	1909005	ACO1 Cytoplasmic aconitate hydratase (Homo sapiens)	
TCALIF_01255-PA	Chromosome_9	1523655	1529041	RNMTL1 RNA methyltransferase-like protein 1 (Homo sapiens)	
TCALIF_02369-PA	Chromosome_9	6114547	6116125	Ndufa4 NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 4 (Mus musculus)	Comp-I
TCALIF_02370-PA	Chromosome_9	6117003	6118027	"Ndufs6 NADH dehydrogenase [ubiquinone] iron-sulfur protein 6, mitochondrial (Rattus norvegicus)"	Comp-I
TCALIF_02405-PA	Chromosome_9	12697828	12702350	Mutyh A/G-specific adenine DNA glycosylase (Mus musculus)	
TCALIF_02450-PA	Chromosome_9	12164753	12170248	Ppp1cc Serine/threonine-protein phosphatase PP1-gamma catalytic subunit (Rattus norvegicus)	
